Unique ID,Asset ID (Client),Parent Asset,Address,Level,Sub Location,Asset Category (L1),Asset Category (L2),Asset Category (L3),Asset Category (L4),Item Description,Condition Rating (0-5),Condition Rating Label,Photo 1,Photo 2,Quantity,Unit of Measurement,Width (mm),Depth (mm),Height (mm),Screen Size (inches),Make / Brand,Model,Serial Number,Asset Tag / Label,Colour / Finish,Comments / Recommendations,Unit Rate - RCN ($),Estimated Replacement Cost ($),Remaining Useful Life (%),Indemnity Value ($),Insurance Schedule Category,Effective Life (years),Cost Source
200188,,,,,,Audio Visual,Video Conferencing,Video Bar (All-in-One),Small room,"Video bar, 4K camera, array mic, Teams/Zoom certified",,,,,1,ea,,,,,Logitech,Rally Bar Mini,,,Black,,2800,2800,,2100,Contents,5,"Source: Logitech AU, approx AUD $2799, 2025"
200189,,,,,,Audio Visual,Video Conferencing,Video Bar (All-in-One),Medium room,"Video bar, 4K camera, AI tracking, speakerphone",,,,,1,ea,,,,,Logitech,Rally Bar,,,Black,,4500,4500,,3375,Contents,5,"Source: Logitech AU, approx AUD $4499, 2025"
200190,,,,,,Audio Visual,Video Conferencing,Video Bar (All-in-One),Large room,"Conference bar system with 120° FOV, 15m pickup",,,,,1,ea,,,,,Poly,Studio E70,,,Black,,6500,6500,,4875,Contents,5,"Source: Poly AU, approx AUD $6499, 2025"
200191,,,,,,Audio Visual,Video Conferencing,PTZ Camera,1080p,"PTZ camera, 1080p, 12× optical zoom, USB/HDMI",,,,,1,ea,,,,,HuddleCamHD,HC-30X-USB,,,Grey,,1800,1800,,1350,Contents,5,"Source: AV distributor AU, approx AUD $1799, 2025"
200192,,,,,,Audio Visual,Video Conferencing,PTZ Camera,4K,"4K PTZ camera, 30× optical zoom, IP streaming",,,,,1,ea,,,,,Panasonic,AW-UE50,,,Black,,4000,4000,,3000,Contents,5,"Source: Panasonic AU, approx AUD $3999, 2025"
200193,,,,,,Audio Visual,Video Conferencing,Conferencing Speakerphone,Portable,Portable Bluetooth conference speakerphone,,,,,1,ea,,,,,Jabra,Speak2 75,,,Black,,450,450,,337.5,Contents,4,"Source: Officeworks, approx AUD $449, 2025"
200194,,,,,,Audio Visual,Video Conferencing,Conferencing Speakerphone,Room,"Room-grade conference speakerphone, USB/Bluetooth",,,,,1,ea,,,,,Jabra,Speak2 85,,,Black,,700,700,,525,Contents,4,"Source: Officeworks, approx AUD $699, 2025"
200195,,,,,,Audio Visual,Video Conferencing,Video Conferencing Codec,Room,Room kit with camera/codec/touch controller,,,,,1,ea,,,,,Cisco,Room Kit Plus,,,Black,,9500,9500,,7125,Contents,5,"Source: Cisco AU, approx AUD $9499, 2025"
200196,,,,,,Audio Visual,Video Conferencing,Collaboration Touch Panel,"10""","10"" touch panel for room booking / VC control",,,,,1,ea,,,,,Yealink,RoomPanel 10,,,Black,,1200,1200,,900,Contents,5,"Source: Yealink AU, approx AUD $1199, 2025"
200197,,,,,,Audio Visual,Video Conferencing,Collaboration Touch Panel,"7""","7"" touch panel controller for AV/VC systems",,,,,1,ea,,,,,Crestron,TSW-770,,,Black,,2200,2200,,1650,Contents,5,"Source: Crestron AU, approx AUD $2199, 2025"
200198,,,,,,Audio Visual,Audio Systems,Soundbar,Small,"Soundbar, 2.0ch, HDMI ARC, Bluetooth, 80W",,,,,1,ea,,,,,Sonos,Beam Gen2,,,Black,,700,700,,525,Contents,7,"Source: JB Hi-Fi, approx AUD $699, 2025"
200199,,,,,,Audio Visual,Audio Systems,Soundbar,Large,"Soundbar, 3.1ch, 360W, Dolby Atmos, Wi-Fi",,,,,1,ea,,,,,Samsung,HW-Q900A,,,Black,,1200,1200,,900,Contents,7,"Source: JB Hi-Fi, approx AUD $1199, 2025"
200200,,,,,,Audio Visual,Audio Systems,Ceiling Speaker,"6.5""","In-ceiling speaker, 6.5"", 2-way, 60W, white",,,,,1,ea,,,,,Yamaha,NS-IW280CWH,,,White,,250,250,,187.5,Contents,10,"Source: Yamaha AU, approx AUD $249, 2025"
200201,,,,,,Audio Visual,Audio Systems,Ceiling Speaker,"8"" commercial","Commercial ceiling speaker, 8"", 100V line, pendant",,,,,1,ea,,,,,Bosch,LBC3956/00,,,White,,350,350,,262.5,Contents,10,"Source: Bosch AU, approx AUD $349, 2025"
200202,,,,,,Audio Visual,Audio Systems,Amplifier,Stereo 2ch,"Stereo amplifier, 2×100W, XLR/RCA inputs",,,,,1,ea,,,,,Crown,XLS 1002,,,Black,,550,550,,412.5,Contents,10,"Source: Audio distributor AU, approx AUD $549, 2025"
200203,,,,,,Audio Visual,Audio Systems,Amplifier,Multi-zone 4ch,"Multi-zone amplifier, 4×100W, background music",,,,,1,ea,,,,,Crown,XLi 1500,,,Black,,900,900,,675,Contents,10,"Source: Audio distributor AU, approx AUD $899, 2025"
200204,,,,,,Audio Visual,Audio Systems,AV Receiver / Amplifier,7.2ch,"7.2ch AV receiver, Dolby Atmos, 4K, Wi-Fi",,,,,1,ea,435,168,327,,Yamaha,RX-V6A,,,Black,,900,900,,675,Contents,8,"Source: JB Hi-Fi, approx AUD $899, 2025"
200205,,,,,,Audio Visual,Audio Systems,Wireless Microphone System,Handheld,"Wireless handheld mic system, dual channel UHF",,,,,1,ea,,,,,Shure,SLX-D Dual,,,Black,,1600,1600,,1200,Contents,8,"Source: Shure AU, approx AUD $1599, 2025"
200206,,,,,,Audio Visual,Audio Systems,Wireless Microphone System,Lapel/bodypack,"Wireless bodypack mic system, dual channel",,,,,1,ea,,,,,Sennheiser,EW-DX2,,,Black,,2200,2200,,1650,Contents,8,"Source: Sennheiser AU, approx AUD $2199, 2025"
200207,,,,,,Audio Visual,AV Control & Distribution,AV Control System,Touch panel,"AV control system with 7"" touch panel",,,,,1,ea,,,,,Crestron,DM-NVX-360,,,Black,,3500,3500,,2625,Contents,8,"Source: Crestron AU, approx AUD $3499, 2025"
200208,,,,,,Audio Visual,AV Control & Distribution,AV Matrix Switcher,8×8 HDMI,"8×8 HDMI matrix switcher 4K, RS232 control",,,,,1,ea,440,240,44,,Atlona,AT-UHD-CAT-8ED,,,Black,,2800,2800,,2100,Contents,8,"Source: AV distributor AU, approx AUD $2799, 2025"
200209,,,,,,Audio Visual,AV Control & Distribution,HDMI Splitter,4-way,"4-way HDMI splitter, 4K@60Hz, HDCP",,,,,1,ea,150,90,25,,Generic,HDMI-SP4K,,,Black,,120,120,,90,Contents,5,"Source: Scorptec, approx AUD $119, 2025"
200210,,,,,,Audio Visual,AV Control & Distribution,Streaming / Presentation PC,Mini PC,"Presentation/streaming mini PC, Core i5, 16GB",,,,,1,ea,183,178,36,,Dell,OptiPlex Micro,,,Black,,950,950,,712.5,Contents,5,"Source: Dell AU, approx AUD $949, 2025"
200211,,,,,,Appliances & White Goods,Kitchen Appliances,Refrigerator / Fridge,French door,"French door refrigerator, 600L, water dispenser",,,,,1,ea,835,735,1830,,Samsung,RF60A91R1B4,,,Stainless Steel,,3200,3200,,2400,Contents,12,"Source: Harvey Norman, approx AUD $3199, 2025"
200212,,,,,,Appliances & White Goods,Kitchen Appliances,Refrigerator / Fridge,Top mount,"Top-mount fridge, 420L, energy star rated",,,,,1,ea,680,700,1740,,Fisher & Paykel,RF442BLPX6,,,Stainless Steel,,1400,1400,,1050,Contents,12,"Source: Harvey Norman, approx AUD $1399, 2025"
200213,,,,,,Appliances & White Goods,Kitchen Appliances,Refrigerator / Fridge,Upright commercial,"Upright commercial refrigerator, 440L, glass door",,,,,1,ea,620,675,1950,,Skope,SKF440,,,Stainless Steel,,2800,2800,,2100,Contents,10,"Source: Skope AU, approx AUD $2799, 2025"
200214,,,,,,Appliances & White Goods,Kitchen Appliances,Refrigerator / Fridge,Under-bench 160L,"Under-bench refrigerator, 160L, stainless",,,,,1,ea,600,600,850,,Westinghouse,WRB3200WA,,,Stainless Steel,,900,900,,675,Contents,10,"Source: Harvey Norman, approx AUD $899, 2025"
200215,,,,,,Appliances & White Goods,Kitchen Appliances,Refrigerator / Fridge,Bar fridge 90L,"Bar fridge, 90L, glass door, reversible hinge",,,,,1,ea,440,500,850,,Hisense,HR6BF90,,,Black Glass,,500,500,,375,Contents,8,"Source: Harvey Norman, approx AUD $499, 2025"
200216,,,,,,Appliances & White Goods,Kitchen Appliances,Refrigerator / Fridge,Medical/pharmacy,"Medical refrigerator, 150L, temp monitoring",,,,,1,ea,600,640,860,,Vestfrost,HF-140,,,White,,2200,2200,,1650,Contents,10,"Source: Medshop AU, approx AUD $2199, 2025"
200217,,,,,,Appliances & White Goods,Kitchen Appliances,Dishwasher,Underbench 60cm,"Built-in dishwasher, 60cm, 14 place, 5-star",,,,,1,ea,600,600,845,,Bosch,SMS6ZCI10A,,,Stainless Steel,,1600,1600,,1200,Contents,12,"Source: Harvey Norman, approx AUD $1599, 2025"
200218,,,,,,Appliances & White Goods,Kitchen Appliances,Dishwasher,Underbench 45cm,"Built-in dishwasher, 45cm, 9 place",,,,,1,ea,450,600,820,,Bosch,SPV4IMX20A,,,White,,1100,1100,,825,Contents,12,"Source: Harvey Norman, approx AUD $1099, 2025"
200219,,,,,,Appliances & White Goods,Kitchen Appliances,Dishwasher,Commercial pass-through,"Commercial pass-through dishwasher, 500 plates/hr",,,,,1,ea,600,715,1450,,Winterhalter,PT-L,,,Stainless Steel,,8500,8500,,6375,Contents,12,"Source: Winterhalter AU, approx AUD $8499, 2025"
200220,,,,,,Appliances & White Goods,Kitchen Appliances,Microwave Oven,Standard 30L,"Countertop microwave, 30L, 1100W, inverter",,,,,1,ea,517,388,298,,Panasonic,NN-SD271S,,,Silver,,280,280,,210,Contents,8,"Source: Harvey Norman, approx AUD $279, 2025"
200221,,,,,,Appliances & White Goods,Kitchen Appliances,Microwave Oven,Commercial,"Commercial microwave, 25L, 1800W, heavy duty",,,,,1,ea,517,480,308,,Panasonic,NE-1887,,,Stainless Steel,,900,900,,675,Contents,8,"Source: Restaurant Supply AU, approx AUD $899, 2025"
200222,,,,,,Appliances & White Goods,Kitchen Appliances,Microwave Oven,Convection,"Convection microwave oven, 44L, 1000W",,,,,1,ea,595,430,393,,Westinghouse,WMF4502SC,,,Stainless Steel,,450,450,,337.5,Contents,8,"Source: Harvey Norman, approx AUD $449, 2025"
200223,,,,,,Appliances & White Goods,Kitchen Appliances,Coffee Machine (Auto),Bean to cup 1-grp,"Bean-to-cup automatic coffee machine, 1-group",,,,,1,ea,280,440,340,,Jura,E8,,,Chrome,,2000,2000,,1500,Contents,8,"Source: Harvey Norman, approx AUD $1999, 2025"
200224,,,,,,Appliances & White Goods,Kitchen Appliances,Coffee Machine (Auto),Commercial 2-grp,"Commercial espresso machine, 2-group, dual boiler",,,,,1,ea,700,490,560,,Sanremo,Cafe Racer 2GR,,,Stainless Steel,,6500,6500,,4875,Contents,10,"Source: Coffee machine distributor AU, approx AUD $6499, 2025"
200225,,,,,,Appliances & White Goods,Kitchen Appliances,Coffee Machine (Auto),Office bean-to-cup,"Office bean-to-cup, 1.8L tank, auto cleaning",,,,,1,ea,240,430,350,,DeLonghi,Dinamica ECAM350.55,,,Silver,,1200,1200,,900,Contents,8,"Source: Harvey Norman, approx AUD $1199, 2025"
200226,,,,,,Appliances & White Goods,Kitchen Appliances,Coffee Machine (Pod),Nespresso,"Nespresso pod machine, 19-bar pump",,,,,1,ea,135,380,310,,Breville,Vertuo Next VNX100,,,Black,,200,200,,150,Contents,5,"Source: Harvey Norman, approx AUD $199, 2025"
200227,,,,,,Appliances & White Goods,Kitchen Appliances,Coffee Machine (Pod),Nespresso Pro commercial,Nespresso Professional pod machine,,,,,1,ea,215,455,380,,Nespresso,Zenius PRO,,,Black,,500,500,,375,Contents,5,"Source: Nespresso AU, approx AUD $499, 2025"
200228,,,,,,Appliances & White Goods,Kitchen Appliances,Kettle,Commercial 1.7L,"Stainless steel kettle, 1.7L, 2400W",,,,,1,ea,260,165,230,,Breville,BKE830,,,Stainless Steel,,100,100,,75,Contents,5,"Source: Harvey Norman, approx AUD $99, 2025"
200229,,,,,,Appliances & White Goods,Kitchen Appliances,Kettle,Commercial 3L,"Commercial urn/kettle, 3L, variable temp",,,,,1,ea,285,190,285,,DeLonghi,KBX3116,,,Stainless Steel,,150,150,,112.5,Contents,5,"Source: Harvey Norman, approx AUD $149, 2025"
200230,,,,,,Appliances & White Goods,Kitchen Appliances,Toaster,4-slice,"4-slice toaster, 1800W, stainless",,,,,1,ea,375,175,195,,Breville,the Smart Toast 4S,,,Brushed Stainless,,130,130,,97.5,Contents,5,"Source: Harvey Norman, approx AUD $129, 2025"
200231,,,,,,Appliances & White Goods,Kitchen Appliances,Toaster,Commercial conveyor,"Commercial conveyor toaster, 450 slices/hr",,,,,1,ea,460,305,295,,Hatco,TF-1750,,,Stainless Steel,,2000,2000,,1500,Contents,8,"Source: Restaurant Supply AU, approx AUD $1999, 2025"
200232,,,,,,Appliances & White Goods,Kitchen Appliances,Water Cooler / Dispenser,Freestanding,"Freestanding water cooler, hot & cold, bottle-less",,,,,1,ea,310,375,1120,,Zip,HydroTap G5,,,Chrome,,700,700,,525,Contents,8,"Source: Zip Water AU, approx AUD $699, 2025"
200233,,,,,,Appliances & White Goods,Kitchen Appliances,Water Cooler / Dispenser,Zip under-bench,"Under-bench HydroTap, boiling/chilled/sparkling",,,,,1,ea,340,440,450,,Zip,HydroTap BC,,,Chrome,,1800,1800,,1350,Contents,10,"Source: Zip Water AU, approx AUD $1799, 2025"
200234,,,,,,Appliances & White Goods,Kitchen Appliances,Water Cooler / Dispenser,Point-of-use benchtop,"Benchtop water purifier, hot/cold, tankless",,,,,1,ea,150,310,410,,Brita,Vivreau Top,,,White,,500,500,,375,Contents,8,"Source: Brita AU, approx AUD $499, 2025"
200235,,,,,,Appliances & White Goods,Laundry Appliances,Washing Machine,Front loader 9kg,"Front loader washing machine, 9kg, 4-star water",,,,,1,ea,600,600,850,,Samsung,WW90T534DAW,,,White,,1200,1200,,900,Contents,12,"Source: Harvey Norman, approx AUD $1199, 2025"
200236,,,,,,Appliances & White Goods,Laundry Appliances,Washing Machine,Commercial top loader 14kg,"Commercial washing machine, 14kg, coin-op optional",,,,,1,ea,700,700,1100,,Speed Queen,TC5,,,White,,3000,3000,,2250,Contents,15,"Source: Speed Queen AU, approx AUD $2999, 2025"
200237,,,,,,Appliances & White Goods,Laundry Appliances,Dryer,Condenser 9kg,"Condenser dryer, 9kg, heat pump, 5-star",,,,,1,ea,600,600,850,,Samsung,DV90BB9445GE,,,White,,1400,1400,,1050,Contents,12,"Source: Harvey Norman, approx AUD $1399, 2025"
200238,,,,,,Appliances & White Goods,Laundry Appliances,Dryer,Commercial 14kg,"Commercial dryer, 14kg, gas/electric, stainless drum",,,,,1,ea,700,700,1100,,Speed Queen,DC5,,,White,,2800,2800,,2100,Contents,15,"Source: Speed Queen AU, approx AUD $2799, 2025"
200239,,,,,,Appliances & White Goods,Laundry Appliances,Ironing Board,Commercial,"Heavy-duty ironing board, adjustable height, steel",,,,,1,ea,1350,450,,,Brabantia,Pro,,,Chrome/Grey,,180,180,,135,Contents,8,"Source: Harvey Norman, approx AUD $179, 2025"
200240,,,,,,Appliances & White Goods,Cleaning,Vacuum Cleaner,Upright commercial,"Commercial upright vacuum, HEPA, 12.5L bag",,,,,1,ea,,,,,Nilfisk,UPRIGHT,,,Red,,600,600,,450,Contents,7,"Source: Nilfisk AU, approx AUD $599, 2025"
200241,,,,,,Appliances & White Goods,Cleaning,Vacuum Cleaner,Backpack,"Backpack vacuum cleaner, 5.7L, HEPA",,,,,1,ea,,,,,Pullman,BACKPACK,,,Yellow,,500,500,,375,Contents,7,"Source: Pullman AU, approx AUD $499, 2025"
200242,,,,,,Appliances & White Goods,Cleaning,Vacuum Cleaner,Wet/dry industrial,"Wet/dry vacuum, 30L, stainless steel",,,,,1,ea,380,395,540,,Karcher,WD 5 Premium,,,Yellow/Black,,350,350,,262.5,Contents,7,"Source: Bunnings, approx AUD $349, 2025"
200243,,,,,,Appliances & White Goods,Cleaning,Vacuum Cleaner,Barrel/canister,"Barrel vacuum, 15L, HEPA, for hard floors",,,,,1,ea,,,,,Nilfisk,GS80,,,Blue,,400,400,,300,Contents,7,"Source: Nilfisk AU, approx AUD $399, 2025"
200244,,,,,,Appliances & White Goods,Cleaning,Vacuum Cleaner,Robot,"Robot vacuum, mapping, auto-empty base",,,,,1,ea,,,,,iRobot,Roomba j9+,,,Black,,1200,1200,,900,Contents,4,"Source: JB Hi-Fi, approx AUD $1199, 2025"
200245,,,,,,Appliances & White Goods,Cleaning,Steam Cleaner,Commercial,"Commercial steam cleaner, 4L boiler, trolley",,,,,1,ea,,,,,Karcher,DE 4002,,,Yellow,,800,800,,600,Contents,7,"Source: Karcher AU, approx AUD $799, 2025"
200246,,,,,,Appliances & White Goods,Cleaning,Floor Polisher,Rotary,"Rotary floor polisher, 430mm dia, commercial",,,,,1,ea,,,,,Pullman,Cyclone 17,,,Black,,900,900,,675,Contents,8,"Source: Pullman AU, approx AUD $899, 2025"
200247,,,,,,Appliances & White Goods,Cleaning,Floor Polisher,Auto-scrubber,"Ride-on floor scrubber, 50cm path, battery",,,,,1,ea,,,,,Nilfisk,SC250,,,White/Blue,,5000,5000,,3750,Contents,8,"Source: Nilfisk AU, approx AUD $4999, 2025"
200248,,,,,,Fitness & Recreation,Cardio Equipment,Treadmill,Commercial light,"Commercial treadmill, 15kph, 3.0HP, touchscreen console",,,,,1,ea,850,1930,1350,,Life Fitness,T3,,,Black,,5500,5500,,4125,Contents,10,"Source: Commercial Fitness Equipment AU, approx AUD $5499, 2025"
200249,,,,,,Fitness & Recreation,Cardio Equipment,Treadmill,Commercial heavy duty,"Commercial treadmill, 22kph, 4.0HP, 10"" screen, 200kg rated",,,,,1,ea,900,2100,1400,,Life Fitness,Integrity+,,,Black,,9500,9500,,7125,Contents,10,"Source: Commercial Fitness Equipment AU, approx AUD $9499, 2025"
200250,,,,,,Fitness & Recreation,Cardio Equipment,Treadmill,Home/light commercial,"Folding treadmill, 18kph, 2.5HP, Bluetooth",,,,,1,ea,800,1700,1350,,NordicTrack,T6.5S,,,Black,,2500,2500,,1875,Contents,8,"Source: JB Hi-Fi, approx AUD $2499, 2025"
200251,,,,,,Fitness & Recreation,Cardio Equipment,Elliptical / Cross Trainer,Commercial,"Commercial elliptical cross trainer, 25-level resistance",,,,,1,ea,610,1530,1680,,Life Fitness,E1,,,Black,,6500,6500,,4875,Contents,10,"Source: Compound Fitness AU, approx AUD $6499, 2025"
200252,,,,,,Fitness & Recreation,Cardio Equipment,Elliptical / Cross Trainer,Mid-range,"Elliptical, 20-level resistance, 7"" display",,,,,1,ea,610,1530,1680,,Sole,E25,,,Black,,2800,2800,,2100,Contents,8,"Source: Compound Fitness AU, approx AUD $2799, 2025"
200253,,,,,,Fitness & Recreation,Cardio Equipment,Rowing Machine,Air rower commercial,"Air rower, commercial grade, PM5 monitor",,,,,1,ea,244,581,1395,,Concept2,RowErg,,,Black,,1900,1900,,1425,Contents,10,"Source: Concept2 AU, approx AUD $1899, 2025"
200254,,,,,,Fitness & Recreation,Cardio Equipment,Rowing Machine,Water rower,"Water resistance rowing machine, beech wood",,,,,1,ea,560,580,1750,,WaterRower,Natural,,,Natural Wood,,2200,2200,,1650,Contents,10,"Source: WaterRower AU, approx AUD $2199, 2025"
200255,,,,,,Fitness & Recreation,Cardio Equipment,Rowing Machine,Magnetic commercial,"Magnetic rowing machine, 16-level resistance, LCD",,,,,1,ea,530,1960,860,,Life Fitness,Row HX,,,Black,,3000,3000,,2250,Contents,10,"Source: Compound Fitness AU, approx AUD $2999, 2025"
200256,,,,,,Fitness & Recreation,Cardio Equipment,Exercise Bike (Upright),Commercial upright,"Commercial upright bike, 25-level resistance, console",,,,,1,ea,560,1020,1380,,Life Fitness,C1,,,Black,,2200,2200,,1650,Contents,10,"Source: Commercial Fitness Equipment AU, approx AUD $2199, 2025"
200257,,,,,,Fitness & Recreation,Cardio Equipment,Exercise Bike (Upright),Spin/indoor cycle,"Commercial spin bike, weighted flywheel, toe clips",,,,,1,ea,500,1080,1080,,Schwinn,IC8,,,Black,,1800,1800,,1350,Contents,8,"Source: Compound Fitness AU, approx AUD $1799, 2025"
200258,,,,,,Fitness & Recreation,Cardio Equipment,Exercise Bike (Recumbent),Commercial,"Commercial recumbent bike, 25-level, heart rate grip",,,,,1,ea,640,1490,1320,,Life Fitness,R1,,,Black,,3200,3200,,2400,Contents,10,"Source: Commercial Fitness Equipment AU, approx AUD $3199, 2025"
200259,,,,,,Fitness & Recreation,Cardio Equipment,Exercise Bike (Recumbent),Mid-range,"Recumbent bike, 16-level, mesh seat",,,,,1,ea,610,1520,1330,,Sole,R92,,,Black,,2000,2000,,1500,Contents,8,"Source: Compound Fitness AU, approx AUD $1999, 2025"
200260,,,,,,Fitness & Recreation,Cardio Equipment,Stair Climber,Commercial,"Commercial stair climber / stepper, 25-level",,,,,1,ea,750,1320,1650,,Life Fitness,SC Base,,,Black,,6000,6000,,4500,Contents,10,"Source: Commercial Fitness Equipment AU, approx AUD $5999, 2025"
200261,,,,,,Fitness & Recreation,Strength Equipment,Weight Bench,Flat,"Flat weight bench, commercial, 300kg rated",,,,,1,ea,1440,640,430,,Hammer Strength,FID Bench,,,Black,,600,600,,450,Contents,12,"Source: Compound Fitness AU, approx AUD $599, 2025"
200262,,,,,,Fitness & Recreation,Strength Equipment,Weight Bench,FID adjustable,"FID adjustable weight bench, commercial grade",,,,,1,ea,1400,640,590,,Hammer Strength,FID Adjustable,,,Black,,950,950,,712.5,Contents,12,"Source: Compound Fitness AU, approx AUD $949, 2025"
200263,,,,,,Fitness & Recreation,Strength Equipment,Squat Rack,Half rack,"Half rack with pull-up bar, weight storage",,,,,1,ea,1050,1050,2200,,Force USA,G3,,,Black,,1800,1800,,1350,Contents,15,"Source: Force USA AU, approx AUD $1799, 2025"
200264,,,,,,Fitness & Recreation,Strength Equipment,Squat Rack,Full power rack,"Full power rack, safeties, weight storage, pull-up",,,,,1,ea,1220,1220,2440,,Force USA,G12,,,Black,,3500,3500,,2625,Contents,15,"Source: Force USA AU, approx AUD $3499, 2025"
200265,,,,,,Fitness & Recreation,Strength Equipment,Cable Machine (Functional Trainer),Dual stack,"Dual stack functional trainer, 2×100kg",,,,,1,ea,1200,900,2200,,Force USA,FT100,,,Black,,4500,4500,,3375,Contents,15,"Source: Force USA AU, approx AUD $4499, 2025"
200266,,,,,,Fitness & Recreation,Strength Equipment,Cable Machine (Functional Trainer),Single stack,"Single-stack cable machine, 200kg",,,,,1,ea,900,900,2100,,Hammer Strength,MG-CSL,,,Black,,2800,2800,,2100,Contents,15,"Source: Compound Fitness AU, approx AUD $2799, 2025"
200267,,,,,,Fitness & Recreation,Strength Equipment,Dumbbell Rack,20-pair,"20-pair dumbbell rack, A-frame, 3-tier",,,,,1,ea,1800,600,1100,,Hammer Strength,HDUMBRACK,,,Black,,700,700,,525,Contents,15,"Source: Compound Fitness AU, approx AUD $699, 2025"
200268,,,,,,Fitness & Recreation,Strength Equipment,Dumbbell Rack,5-50lb set + rack,Hex dumbbell set 2.5–25kg (10 pairs) + rack,,,,,1,set,,,,,Hammer Strength,HEXSET,,,Black,,2200,2200,,1650,Contents,15,"Source: Compound Fitness AU, approx AUD $2199, 2025"
200269,,,,,,Fitness & Recreation,Strength Equipment,Barbell / Rack,Olympic barbell set,Olympic barbell 20kg + 100kg weight plate set + rack,,,,,1,set,,,,,Bodycraft,BB-Set,,,Black / Chrome,,1500,1500,,1125,Contents,15,"Source: Compound Fitness AU, approx AUD $1499, 2025"
200270,,,,,,Fitness & Recreation,Strength Equipment,Lat Pulldown Machine,Plate loaded,"Lat pulldown / seated row, plate loaded",,,,,1,ea,1570,1840,1510,,Hammer Strength,ISO Low Row,,,Black,,3500,3500,,2625,Contents,15,"Source: Compound Fitness AU, approx AUD $3499, 2025"
200271,,,,,,Fitness & Recreation,Strength Equipment,Leg Press Machine,Plate loaded,"45° leg press, plate-loaded, commercial",,,,,1,ea,1930,1680,1450,,Hammer Strength,ISO Leg Press,,,Black,,4000,4000,,3000,Contents,15,"Source: Compound Fitness AU, approx AUD $3999, 2025"
200272,,,,,,Fitness & Recreation,Strength Equipment,Smith Machine,Commercial,"Commercial Smith machine, linear bearings",,,,,1,ea,1490,1500,2250,,Force USA,G20 Smith,,,Black,,3200,3200,,2400,Contents,15,"Source: Force USA AU, approx AUD $3199, 2025"
200273,,,,,,Fitness & Recreation,Recreation,Pool Table,7-foot,"7-foot billiards/pool table, slate bed, accessories",,,,,1,ea,2140,1200,780,,Billiard Factory,Emerald 7ft,,,Green Baize,,3500,3500,,2625,Contents,15,"Source: Billiard Factory AU, approx AUD $3499, 2025"
200274,,,,,,Fitness & Recreation,Recreation,Pool Table,8-foot,"8-foot slate pool table, full accessories kit",,,,,1,ea,2440,1330,780,,Billiard Factory,Emerald 8ft,,,Green Baize,,5000,5000,,3750,Contents,15,"Source: Billiard Factory AU, approx AUD $4999, 2025"
200275,,,,,,Fitness & Recreation,Recreation,Table Tennis Table,Foldable indoor,"Foldable indoor table tennis table, tournament size",,,,,1,ea,1525,2740,760,,Butterfly,Centrefold 25,,,Blue,,900,900,,675,Contents,10,"Source: Butterfly AU, approx AUD $899, 2025"
200276,,,,,,Fitness & Recreation,Recreation,Table Tennis Table,Outdoor,All-weather outdoor table tennis table,,,,,1,ea,1525,2740,760,,Cornilleau,500 Outdoor,,,Grey/Blue,,1500,1500,,1125,Contents,10,"Source: Cornilleau AU, approx AUD $1499, 2025"
200277,,,,,,Fitness & Recreation,Recreation,Foosball Table,Standard,"Standard foosball/table football, solid steel rods",,,,,1,ea,760,1370,880,,Garlando,G-500,,,Black,,700,700,,525,Contents,10,"Source: Online retailers AU, approx AUD $699, 2025"
200278,,,,,,Fitness & Recreation,Recreation,Foosball Table,Commercial,"Commercial coin-op foosball table, heavy duty",,,,,1,ea,760,1370,880,,Garlando,G-2000,,,Black,,1500,1500,,1125,Contents,10,"Source: Online retailers AU, approx AUD $1499, 2025"
200279,,,,,,Fitness & Recreation,Recreation,Air Hockey Table,Full size,"7-foot air hockey table, electronic scoring",,,,,1,ea,1960,1050,780,,Generic,AH-7FT,,,Black,,900,900,,675,Contents,10,"Source: iFun AU, approx AUD $899, 2025"
200280,,,,,,Fitness & Recreation,Recreation,Punching Bag,Heavy bag,"Heavy punching bag, 45kg, chain mount",,,,,1,ea,,,,,Everlast,Omnistrike,,,Black,,400,400,,300,Contents,8,"Source: Rebel Sport, approx AUD $399, 2025"
200281,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Passenger Car,Small sedan,"Small sedan, 4cyl petrol, 5-door hatch, auto",,,,,1,ea,4620,1780,1455,,Toyota,Corolla GX,,,White,,32000,32000,,24000,Motor Vehicle,8,"Source: Toyota AU, approx AUD $31990, 2025"
200282,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Passenger Car,Medium sedan,"Medium sedan, 2.5L hybrid, auto",,,,,1,ea,4905,1840,1445,,Toyota,Camry Ascent,,,White,,38000,38000,,28500,Motor Vehicle,8,"Source: Toyota AU, approx AUD $37990, 2025"
200283,,,,,,Vehicles & Motorised Plant,Motor Vehicles,Passenger Car,Large executive,"Large executive sedan, 2.0T, premium",,,,,1,ea,4900,1860,1445,,Hyundai,Sonata N Line,,,White,,45000,45000,,33750,Motor Vehicle,8,"Source: Hyundai AU, approx AUD $44990, 2025"
200284,,,,,,Vehicles & Motorised Plant,Motor Vehicles,SUV / 4WD,Small SUV,"Small SUV, 2.0L petrol, FWD, 5-seat",,,,,1,ea,4275,1765,1535,,Mazda,CX-3 Maxx,,,White,,30000,30000,,22500,Motor Vehicle,8,"Source: Mazda AU, approx AUD $29990, 2025"
